tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean 50-80	Fold Change (other vs. 50-80)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
DDT	-	-	DDT	DDT	TSS1023	chr22:23961500-23967562	-	-	0.00197540441176471	1.17761745543354e-31	1.67745850118828e+28	13.8924439894498	0.00435546213262417	0.602271114874351	0.537401198431048	155	1	0	4.63831e-70	0.00139199481865285
LOC391322	-	-	LOC391322	LOC391322	TSS1535	chr22:23966893-23967579	-	-	0.373905829927378	0.164808926937719	2.26872316248182	1.95639697283643	0.00644683881536612	0.640533851572719	0.571542700570403	158	61	23	3.52219e-32	0.312151822308671
LINC01422	-	-	LINC01422	LINC01422	TSS24991	chr22:26903291-26920610	-	-	0.0786110617647059	0.032677449122807	2.40566702343482	2.56670017276585	0.0105323536270872	0.679047186620269	0.605907809404234	46	36	1	0	0.0650451761658031
GALR3	-	-	GALR3	GALR3	TSS18081	chr22:37823381-37825495	-	-	0.00410566544117647	0	Inf	3.67919607218215	0.00937107130376386	0.669690612029729	0.597559020505044	15	0	0	0	0.00289311139896373
FAM9A	-	-	FAM9A	FAM9A	TSS16979,TSS31850	chrX:8790795-8801383	-	-	0.00292183455882353	0.000249735087719298	11.6997358501248	3.41330861803848	0.030386332590939	0.761163022075687	0.679179044391345	16	0	0	0	0.00213266528497409
GLRA2	-	-	GLRA2	GLRA2	TSS34960	chrX:14529297-14731811	-	-	0.00815854375	0.00397894666666667	2.05042802366455	3.07011513278987	0.0269105955434999	0.759534634560294	0.677726048588177	48	3	0	0	0.00692415497409326
SUPT20HL1	-	-	SUPT20HL1	SUPT20HL1	TSS29588	chrX:24362760-24365424	-	-	0.0112511364705882	0.0299420192982456	-2.66124398868661	2.99262544803266	-0.00412560490288224	0.602271114874351	0.537401198431048	72	6	0	0	0.016771241761658
FAM156B	-	-	FAM156B	FAM156B	TSS22734	chrX:52947255-52956431	-	-	0.0145697088660994	0.066443874795283	-4.56041197569045	3.87493112970608	-0.0313599963176872	0.761163022075687	0.679179044391345	191	15	0	7.59517e-09	0.0298900583892262
ITIH6	-	-	ITIH6	ITIH6	TSS23055	chrX:54748898-54798240	-	-	0.00532496154411765	0.00131555	4.04770745628646	3.69713316154778	0.0288757963088216	0.759534634560294	0.677726048588177	49	2	0	0	0.00414083481865285
CITED1	-	-	CITED1	CITED1	TSS12640,TSS20928,TSS33464	chrX:72301637-72307187	-	-	0.0618892	0.0240860701754386	2.56950177215337	2.32454250403266	0.0116121307396356	0.680631404308785	0.60732139286085	63	37	1	0	0.0507245450777202
BEX1	-	-	BEX1	BEX1	TSS26855	chrX:103062652-103064240	-	-	0.168066083823529	0.498281228070175	-2.96479347131914	2.12247809585328	-0.00132694942852392	0.454304910433807	0.405372260582632	129	94	7	0.0948707	0.26559076373057
H2BFM	-	-	H2BFM	H2BFM	TSS31787	chrX:104039948-104042454	-	-	0.00143935808823529	0	Inf	4.73074912000391	0.0477776738852249	0.783534543338113	0.699140955298631	9	0	0	0	0.00101426269430052
