tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean 50-80	Fold Change (other vs. 50-80)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
MIR7706	-	-	MIR7706	MIR7706	TSS18715	chr15:85380595-85380662	-	-	9.30883841059603	0	Inf	4.20034489769403	0.0253253448562181	1	1	15	15	15	0	7.09916464646465
SSTR5	-	-	SSTR5	SSTR5	TSS14047,TSS28862	chr16:1072755-1081454	-	-	0.0155383070860927	0.00768242574468085	2.02257823277382	1.26501926635041	0.00613175294162476	1	1	110	1	0	0.01143585	0.0136735271717172
OR2C1	-	-	OR2C1	OR2C1	TSS24487	chr16:3355888-3356924	-	-	0.0457798271523179	0.0054038914893617	8.47164071344544	4.48631615284973	0.0108020723646544	1	1	38	12	1	0	0.0361956404040404
C16orf92	-	-	C16orf92	C16orf92	TSS13673	chr16:30023333-30024702	-	-	0.00614874238410596	0	Inf	4.61865652765469	0.0472382876962203	1	1	12	3	0	0	0.00468919242424242
DPEP1	-	-	DPEP1	DPEP1	TSS12085,TSS177	chr16:89613307-89638431	-	-	0.0103916814569536	0.00492653191489362	2.10932997826282	2.72574230369291	0.0473875109664601	1	1	38	4	0	0	0.00909439848484848
SNORD118	-	-	SNORD118	SNORD118	TSS17815	chr17:8173452-8173588	-	-	15.3611038210106	5.18057077856118	2.96513733285523	1.83328909340421	0.00798475413952137	1	1	157	116	110	3.06481	12.9445126442676
BTBD17	-	-	BTBD17	BTBD17	TSS16037	chr17:74356415-74361819	-	-	0.00559978609271523	0.00200171914893617	2.797488396757	2.4893798218665	0.0480180244187994	1	1	31	0	0	0	0.00474569949494949
MGAT5B	-	-	MGAT5B	MGAT5B	TSS23025,TSS940	chr17:76868715-76950389	-	-	0.00906461523178808	0.0031217985106383	2.90365159727579	2.19086553320859	0.0428800344492285	1	1	72	2	0	0	0.00765394661616162
LOC101928674	-	-	LOC101928674	LOC101928674	TSS30188,TSS32438	chr17:78360447-78373909	-	-	0.121535544370861	0.0557279489361702	2.18087237536888	2.88453998591261	0.0273140751815362	1	1	73	51	4	0	0.105914549494949
LOC101928766	-	-	LOC101928766	LOC101928766	TSS21500	chr17:79915251-79926725	-	-	0.00399389925562914	0.000918397756753191	4.3487685224197	3.70874293003682	0.0461945922949228	1	1	54	1	0	0	0.00326385597054242
LINC01416	-	-	LINC01416	LINC01416	TSS35446	chr18:55881687-55920199	-	-	0.0026392080794702	0.000995502127659574	2.65113253517095	2.97961873418429	0.0242755569464716	1	1	23	0	0	0	0.00224903545454545
SMIM21	-	-	SMIM21	SMIM21	TSS344	chr18:75409475-75427703	-	-	0.00288419867549669	0.000263825531914894	10.932219692926	2.81714532291757	0.0143794876773886	1	1	24	0	0	0	0.00226219090909091
NXNL1	-	-	NXNL1	NXNL1	TSS25358	chr19:17455424-17460916	-	-	0.0331585119205298	0.0137532829787234	2.41095249562062	1.77440807896794	0.018305304763061	1	1	66	24	0	0	0.0285522202020202
UNC13A	-	-	UNC13A	UNC13A	TSS14183	chr19:17601327-17688199	-	-	0.019812711589404	0.00759430361702128	2.608891162186	1.50313951437464	0.00951364082682722	1	1	145	4	0	0.007296485	0.0169123824242424
FAM187B	-	-	FAM187B	FAM187B	TSS26030	chr19:35224800-35228725	-	-	0.0116338960264901	0.00174204042553191	6.67831575891115	3.51294501556014	0.0264457521121769	1	1	32	3	0	0	0.00928582929292929
LOC101927572	-	-	LOC101927572	LOC101927572	TSS2277	chr19:36014498-36045997	-	-	0.294480678807947	0.112229157446809	2.62392310079952	1.80069829708596	0.0302201596030501	1	1	123	98	8	0.088018	0.251218954040404
TEX101	-	-	TEX101	TEX101	TSS20310,TSS30663	chr19:43388610-43418615	-	-	0.012039878807947	0.00548121489361702	2.19657120576821	2.03236148550236	0.0120899328512946	1	1	50	1	0	0	0.0104830242424242
NLRP8	-	-	NLRP8	NLRP8	TSS5349	chr19:55947831-55988629	-	-	0.00288334350993377	0.000893762553191489	3.22607330060741	2.53808462049377	0.0455973908557237	1	1	35	0	0	0	0.00241106924242424
NKAIN4	-	-	NKAIN4	NKAIN4	TSS8788	chr20:63240783-63254540	-	-	0.0430972623302649	0.0104429808510638	4.12691193682258	4.35603930189959	0.037359443248717	1	1	46	18	1	0	0.0353459934942929
KRTAP11-1	-	-	KRTAP11-1	KRTAP11-1	TSS21966	chr21:30880644-30881555	-	-	0.00855752251655629	0	Inf	5.48393939422301	0.0311797774616065	1	1	14	3	0	0	0.00652619141414141
CECR5-AS1	-	-	CECR5-AS1	CECR5-AS1	TSS5359	chr22:17159388-17165445	-	-	0.156678600662252	0.0466912765957447	3.35562897581025	2.1553410475395	0.0196997549525013	1	1	59	51	5	0	0.130570498484848
C22orf42	-	-	C22orf42	C22orf42	TSS19291	chr22:32149531-32159256	-	-	0.0104626920529801	0	Inf	4.33043509330593	0.0253253448562181	1	1	15	6	0	0	0.00797912373737374
CACNG2	-	-	CACNG2	CACNG2	TSS26017	chr22:36560868-36702645	-	-	0.00361446271523179	0.00128547319148936	2.81177603637462	2.15074183172574	0.0186775937402332	1	1	55	0	0	0	0.00306162176767677
TNFRSF13C	-	-	TNFRSF13C	TNFRSF13C	TSS35635	chr22:41925031-41926817	-	-	0.109584096688742	0.0463492127659574	2.36431408753568	2.44515494827121	0.0408286960820262	1	1	73	45	4	0	0.094573795959596
FAM133A	-	-	FAM133A	FAM133A	TSS565	chrX:93674012-93712274	-	-	0.00133400046357616	0.000126132978723404	10.5761433455201	3.26477501185399	0.0422889290885742	1	1	19	0	0	0	0.00104728444444444
LINC00890	-	-	LINC00890	LINC00890	TSS5966	chrX:111511661-111522399	-	-	0.00209309794701987	0.000187335106382979	11.1730149646422	5.25432538059817	0.0258880500529165	1	1	22	1	0	0	0.0016407198989899
FGF13-AS1	-	-	FGF13-AS1	FGF13-AS1	TSS8054	chrX:138712106-138716601	-	-	0.0172893370860927	0	Inf	4.22679451176432	0.0205612348097835	1	1	16	10	0	0	0.0131853025252525
HSFX1	-	-	HSFX1	HSFX1	TSS10832	chrX:149774067-149776859	-	-	0.0164328447092715	0.00130733479659574	12.5697294618502	4.81189333355924	0.019736345045933	1	1	63	3	0	0	0.0128424458916162
